File,ArraySize,Repetitions,Timsort_Avg,Timsort_StdDev,Timsort_Normalized,Powersort_Avg,Powersort_StdDev,Powersort_Normalized,valid_instance
../TrackA/135,10725,100,226.518,11.2062,0.00157749,214.259,11.367,0.00149212,true
../TrackA/61,1000,100,50.1858,2.63605,0.00503581,48.7766,1.30559,0.00489441,true
../TrackA/95,2065,100,177.439,5.0581,0.00780306,176.435,3.14441,0.00775891,true
../TrackA/132,10205,100,200.546,6.09327,0.00147569,190.918,9.88429,0.00140484,true
../TrackA/59,1000,100,75.6591,1.509,0.00759189,75.6187,1.51362,0.00758783,true
../TrackA/92,217,100,5.63207,0.864995,0.00334395,5.55374,0.0690114,0.00329744,true
../TrackA/66,10000,100,522.689,19.7461,0.00393363,532.843,12.6689,0.00401004,true
../TrackA/104,1024,100,9.11418,0.147453,0.000890057,9.84043,0.217792,0.000960979,true
../TrackA/50,704,100,6.22996,0.124883,0.000935508,6.52073,0.0898712,0.000979171,true
../TrackA/68,10000,100,535.205,11.3384,0.00402782,544.142,9.88284,0.00409508,true
../TrackA/103,260,100,7.36961,0.575762,0.0035332,7.24293,0.172903,0.00347247,true
../TrackA/57,1000,100,58.8425,1.4203,0.00590445,58.8534,2.46828,0.00590555,true
../TrackA/168,1111500,100,26673.2,409.262,0.00119485,25492.9,1548.32,0.00114198,true
../TrackA/157,521,100,5.91039,0.218242,0.00125697,4.74294,0.0989353,0.00100869,true
../TrackA/150,1790,100,18.0075,0.125606,0.000930993,15.1217,0.209357,0.000781792,true
../TrackA/159,258,100,1.98039,0.0843529,0.000958147,1.89913,0.0349378,0.000918832,true
../TrackA/32,3,100,0.04753,0.0177485,0.00999603,0.04709,0.0151044,0.00990349,true
../TrackA/166,1027000,100,24025.1,233.439,0.00117143,22533.9,160.479,0.00109872,true
../TrackA/192,387,100,3.03535,0.15672,0.000912414,2.57167,0.0777154,0.000773033,true
../TrackA/35,1000002,100,2564.99,17.7671,0.000128689,2576.02,35.5786,0.000129243,true
../TrackA/195,4191,100,61.1595,1.87671,0.00121275,41.3713,0.634332,0.00082036,true
../TrackA/161,521,100,4.6429,0.203072,0.00098741,4.13828,0.142784,0.000880092,true
../TrackA/102,2,100,0.0308,0.0254323,0.0154,0.02919,0.0216673,0.014595,true
../TrackA/69,9999,100,923.16,20.9525,0.00694824,1131.31,576.843,0.00851487,true
../TrackA/56,1497,100,90.4171,3.37001,0.00572617,89.7625,2.30958,0.00568472,true
../TrackA/105,128,100,6.24709,0.0750786,0.0069722,6.25123,0.0753262,0.00697682,true
../TrackA/51,832,100,5.89715,0.181275,0.00073068,5.21415,0.0926037,0.000646054,true
../TrackA/58,1497,100,77.8404,2.25343,0.00492968,78.4638,3.11616,0.00496916,true
../TrackA/133,10270,100,194.07,24.8798,0.00141802,190.605,2.91028,0.0013927,true
